Ref Des,Manufacturer,Part Number,Description,DNP,QAF,Currency,Lead Time
L8,Murata,BLM18PG121SH1*,"IND FB ML,120Rohm@100MHz,2Arms,50mohm,0603,BLM18PG121SH1*,MUR",,1.2. Basis Debug Ethernet,JPY,
L18,Murata,BLM18PG121SH1*,"IND FB ML,120Rohm@100MHz,2Arms,50mohm,0603,BLM18PG121SH1*,MUR",,1.2. Basis Debug Ethernet,JPY,
L19,Murata,BLM18PG121SH1*,"IND FB ML,120Rohm@100MHz,2Arms,50mohm,0603,BLM18PG121SH1*,MUR",,1.2. Basis Debug Ethernet,JPY,
L20,Murata,BLM18PG121SH1*,"IND FB ML,120Rohm@100MHz,2Arms,50mohm,0603,BLM18PG121SH1*,MUR",,1.2. Basis Debug Ethernet,JPY,
L21,Murata,DLW32MH101XT2*,"IND CMC ETH,100uH,-25/50%,100mArms,2.6Rohm,3.2x2.5x2.5mm,1210,DLW32MH101XT2*,MUR",,1.2. Basis Debug Ethernet,EUR,
R33,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R34,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R332,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R333,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R334,Yageo,AC0603F*-**100KL,"RES TK,100Kohm,1%,100ppm/C,1/10W,0603,AC0603F*-**100KL,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R340,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R341,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R342,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",DNP,1.2. Basis Debug Ethernet,EUR,
R378,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",DNP,1.2. Basis Debug Ethernet,EUR,
R379,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",DNP,1.2. Basis Debug Ethernet,EUR,
R380,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",DNP,1.2. Basis Debug Ethernet,EUR,
R445,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",DNP,1.2. Basis Debug Ethernet,EUR,
R485,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R577,Yageo,AC1206F*-*W1KL,"RES TK,1Kohm,1%,100ppm/C,1/2W,1206,AC1206F*-*W1KL,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R578,Yageo,AC1206F*-*W1KL,"RES TK,1Kohm,1%,100ppm/C,1/2W,1206,AC1206F*-*W1KL,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R613,Yageo,AC0402F*-*W1K5L,"RES TK,1.5Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W1K5L,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R614,Yageo,AC0402F*-*W1K5L,"RES TK,1.5Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W1K5L,YAGEO",,1.2. Basis Debug Ethernet,EUR,
R615,KOA,RS73G1JT***4991B,"RES TK,4.99Kohm,0.1%,50ppm/C,1/5W,0603,RS73G1JT***4991B,KOA",,1.2. Basis Debug Ethernet,EUR,
R616,Yageo,AC0402F*-*W49R9L,"RES TK,49.9Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W49R9L,YAGEO",DNP,1.2. Basis Debug Ethernet,EUR,
R617,Yageo,AC0402F*-*W49R9L,"RES TK,49.9Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W49R9L,YAGEO",DNP,1.2. Basis Debug Ethernet,EUR,
U15,Marvell,88Q2112-A2-NYD2A000,"IC ETHERNET PHY,88Q2112-XX-NYD2A000,QFN-48,MARVELL",,1.2. Basis Debug Ethernet,USD,
W3,Rosenberger,E6S20A-40MT5-Y,CONN H-MTD HOR Horizontal,,1.2. Basis Debug Ethernet,EUR,
X2,Daishinku,DSX211SH-25.000M/1ZZNAE25000CE0C,"RSN CRY,25MHz,F-30/+30ppm,T-50/+50ppm,10pF,DSX211SH-25.000M/1ZZNAE25000CE0C,2.0x1.6-4,CUSTOM,KDS",,1.2. Basis Debug Ethernet,EUR,
C1435,Samsung,CL21B225KOFVPN*,"CAP CE,2.2uF,10%,16V,X7R,0805,CL21B225KOFVPN*,SMSNG",,1.2. Basis Debug USB,USD,
C1436,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1437,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,1.2. Basis Debug USB,JPY,
C1438,Samsung,CL21B225KOFVPN*,"CAP CE,2.2uF,10%,16V,X7R,0805,CL21B225KOFVPN*,SMSNG",,1.2. Basis Debug USB,USD,
C1441,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1442,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1443,Taiyo Yuden,EMK212AB7475KGH*,"CAP CE,4.7uF,10%,16V,X7R,0805,EMK212AB7475KGH*,TAIYO",,1.2. Basis Debug USB,EUR,
C1444,Taiyo Yuden,EMK212AB7475KGH*,"CAP CE,4.7uF,10%,16V,X7R,0805,EMK212AB7475KGH*,TAIYO",,1.2. Basis Debug USB,EUR,
C1445,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1446,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1447,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1448,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1449,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1451,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Debug USB,USD,
C1452,Murata,GCM21BR71C335KA73*,"CAP CE,3.3uF,10%,16V,X7R,0805,GCM21BR71C335KA73*,MUR",,1.2. Basis Debug USB,EUR,
C1453,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,1.2. Basis Debug USB,EUR,
C1454,Murata,GCM1555C1H100JA16*,"CAP CE,10pF,5%,50V,C0G,0402,GCM1555C1H100JA16*,MUR",,1.2. Basis Debug USB,JPY,
C1455,Murata,GCM1555C1H100JA16*,"CAP CE,10pF,5%,50V,C0G,0402,GCM1555C1H100JA16*,MUR",,1.2. Basis Debug USB,JPY,
L146,Murata,BLM18SG331TZ1*,"IND FB ML,330Rohm@100MHz,1.5Arms,70mohm,0603,BLM18SG331TZ1*,MUR",,1.2. Basis Debug USB,JPY,
L147,Murata,BLM18SG331TZ1*,"IND FB ML,330Rohm@100MHz,1.5Arms,70mohm,0603,BLM18SG331TZ1*,MUR",,1.2. Basis Debug USB,JPY,
P42,TE Connectivity,2345986-2,CON USB-C Horizontal,,1.2. Basis Debug USB,EUR,
R1661,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1662,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1663,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1664,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1665,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,1.2. Basis Debug USB,EUR,
R1666,Yageo,AC0402F*-*W12KL,"RES TK,12Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W12KL,YAGEO",,1.2. Basis Debug USB,EUR,
R1667,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1668,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1669,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,1.2. Basis Debug USB,EUR,
R1670,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1671,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1672,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Debug USB,EUR,
R1673,Yageo,AC0402J*-*W1ML,"RES TK,1MEGohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W1ML,YAGEO",DNP,1.2. Basis Debug USB,EUR,
R1676,Yageo,AC0402F*-*W5K1L,"RES TK,5.1Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W5K1L,YAGEO",,1.2. Basis Debug USB,EUR,
R1677,Yageo,AC0402F*-*W5K1L,"RES TK,5.1Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W5K1L,YAGEO",,1.2. Basis Debug USB,EUR,
U126,Texas Instruments,TPS79333DBVRG4Q1,"VREG ADJ,200mA,TPS79333DBVRG4Q1,SOT23-5,TI",,1.2. Basis Debug USB,USD,
U128,Future Tech Devices Int,FT4232H-56Q-XXXX,"IC UART,FT4232H-56Q-XXXX,4x,VQFN-56,FTDI",,1.2. Basis Debug USB,USD,
X10,Kyocera,CX3225SA12000D0FLJC1*,"RSN CRY,12MHz,F-10/+10ppm,T-15/+15ppm,8pF,CX3225SA12000D0FLJC1*,3.2x2.5-4,STD,KYOCR",,1.2. Basis Debug USB,JPY,
C1,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C2,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C3,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C4,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C5,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C6,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C7,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C8,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C12,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,1.2. Basis Supply,USD,
C196,Kemet,C0402C223K5RAC3***,"CAP CE,22nF,10%,50V,X7R,0402,C0402C223K5RAC3***,KEMET",,1.2. Basis Supply,USD,
C198,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,1.2. Basis Supply,EUR,
C199,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,1.2. Basis Supply,EUR,
C252,Samsung,CL10B104KB8WPN*,"CAP CE OM,100nF,10%,50V,X7R,0603,CL10B104KB8WPN*,SMSNG",,1.2. Basis Supply,JPY,
C317,Samwha,CQ2012X7R105K500N*E,"CAP CE,1uF,10%,50V,X7R,0805,CQ2012X7R105K500N*E,SAMWH",,1.2. Basis Supply,EUR,
C363,Murata,GCJ31CR71H225KA12*,"CAP CE ST,2.2uF,10%,50V,X7R,1206,GCJ31CR71H225KA12*,MUR",,1.2. Basis Supply,JPY,
C365,Samsung,CL21B475KOQVPN*,"CAP CE,4.7uF,10%,16V,X7R,0805,CL21B475KOQVPN*,SMSNG",,1.2. Basis Supply,EUR,
C367,Murata,GCM155R71H332KA37*,"CAP CE,3.3nF,10%,50V,X7R,0402,GCM155R71H332KA37*,MUR",DNP. ONLY mounted with LM74912,1.2. Basis Supply,EUR,
C405,Samwha,CQ2012X7R105K500A*E,"CAP CE ST,1uF,10%,50V,X7R,0805,CQ2012X7R105K500A*E,SAMWH",DNP,1.2. Basis Supply,EUR,
C425,Murata Manufacturing Co Ltd,GCM155R71C473KA37*,"CAP CE,47nF,10%,16V,X7R,0402,GCM155R71C473KA37*,MUR",,1.2. Basis Supply,EUR,
C476,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C564,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C718,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C746,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C747,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C748,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C749,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C750,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",,1.2. Basis Supply,EUR,
C751,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",DNP,1.2. Basis Supply,EUR,
C752,Samsung,CL32Y106KBJVPJ*,"CAP CE ST,10uF,10%,50V,X7S,1210,CL32Y106KBJVPJ*,SMSNG",DNP,1.2. Basis Supply,EUR,
C753,Rubycon,25THV330MTPA10X10.5,"CAP AL,330uF,20%,25V,3000h,125C,200mohm,500mArms,D10x10.5,25THV330MTPA10X10.5,RUBY",,1.2. Basis Supply,JPY,
C756,Murata Manufacturing Co Ltd,GCM1555C1H471JA16*,"CAP CE,470pF,5%,50V,C0G,0402,GCM1555C1H471JA16*,MUR",,1.2. Basis Supply,EUR,
C757,AVX,KAF15AR71H103K*,"CAP CE ST,10nF,10%,50V,X7R,0603,KAF15AR71H103K*,AVX",,1.2. Basis Supply,USD,
C774,Samwha,CQ2012X7R105K500A*E,"CAP CE ST,1uF,10%,50V,X7R,0805,CQ2012X7R105K500A*E,SAMWH",DNP,1.2. Basis Supply,EUR,
C805,Samwha,CQ1608X7R102K500A*B,"CAP CE ST,1nF,10%,50V,X7R,0603,CQ1608X7R102K500A*B,SAMWH",,1.2. Basis Supply,EUR,
C860,Murata Manufacturing Co Ltd,GCM155R71H683KE02*,"CAP CE,68nF,10%,50V,X7R,0402,GCM155R71H683KE02*,MUR",,1.2. Basis Supply,EUR,
C1340,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C2706,Murata,GCM188R71H224KA64*,"CAP CE,220nF,10%,50V,X7R,0603,GCM188R71H224KA64*,MUR",,1.2. Basis Supply,EUR,
C2707,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,1.2. Basis Supply,USD,
C2713,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",DNP,1.2. Basis Supply,JPY,
D154,Nexperia,NUP1301-Q,"DIO ESD R2R,80Vrw,100Vbrmin,20Vcl@11A,0.75pF,30kV,1x,NUP1301-Q,SOT23,NXPRIA",,1.2. Basis Supply,EUR,
D156,Nexperia,BAS70-05W-Q,"DIO SH CC,70V,70mA,2x,BAS70-05W-Q,SOT323 (SC70),NXPRIA",,1.2. Basis Supply,EUR,
DZ3,Nexperia,BZX84-C18-Q,"DIO ZE,18V,5%,250mW,BZX84-C18-Q,SOT23,NXPRIA",DNP,1.2. Basis Supply,EUR,
DZ5,Littelfuse,TPSMA6L18A,"DIO TVS UNI,22.1Vbr,5%,18Vrw,600W,TPSMA6L18A,DO221AC (SMA-Flat),LFUSE",,1.2. Basis Supply,EUR,
L1,Cyntec,VCMT053T-1R0MN52M,"IND PWR,1uH,20%,8Asat@20%,10.8Arms,11.5mohm,5.5x5.3x2.8mm,VCMT053T-1R0MN52M,CYNTC",,1.2. Basis Supply,USD,
L159,Bourns,SRP1038A-1R0M,"IND PWR,1uH,20%,36Asat@20%,18Arms,3.3mohm,11x10x3.8mm,SRP1038A-1R0M,BOURN",,1.2. Basis Supply,EUR,
Q1,Infineon,IPZ40N04S5L-4R8,"TR,NMOS,IPZ40N04S5L-4R8,4.8mohm,40V,P/PG-TSDSON-8,IFX",,1.2. Basis Supply,EUR,
Q6,Nexperia,BUK9Y12-40E,"TR,NMOS,BUK9Y12-40E,10mohm,40V,LFPAK56,NXPRIA",,1.2. Basis Supply,EUR,
Q7,Panjit,PJQ4453EP-AU,"TR,PMOS,PJQ4453EP-AU,11.6mohm@-10V,-40V,DFN3333-8,PANJIT",,1.2. Basis Supply,EUR,
Q8,Nexperia,PUMD10-Q,"TR DIG,NPN/PNP,PUMD10-Q,2x,2.2/47Kohm,100mA,50V,SOT363 (SC88)-6,NXPRIA",,1.2. Basis Supply,EUR,
Q10,Nexperia,PUMD10-Q,"TR DIG,NPN/PNP,PUMD10-Q,2x,2.2/47Kohm,100mA,50V,SOT363 (SC88)-6,NXPRIA",,1.2. Basis Supply,EUR,
Q46,Infineon,IPZ40N04S5L-4R8,"TR,NMOS,IPZ40N04S5L-4R8,4.8mohm,40V,P/PG-TSDSON-8,IFX",,1.2. Basis Supply,EUR,
Q361,Nexperia,BSS138BK,"TR,NMOS,PROT,BSS138BK,1.6Rohm,60V,SOT23,NXPRIA",DNP,1.2. Basis Supply,EUR,
R1,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",DNP,1.2. Basis Supply,EUR,
R2,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,1.2. Basis Supply,EUR,
R4,Yageo,AC1206J*-**0RL,"RES JP,0Rohm,2A,1206,AC1206J*-**0RL,YAGEO",DNP. ONLY mounted with LM74912,1.2. Basis Supply,EUR,
R5,Yageo,AC0805F*-*W100RL,"RES TK,100Rohm,1%,100ppm/C,1/4W,0805,AC0805F*-*W100RL,YAGEO",,1.2. Basis Supply,EUR,
R7,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Supply,EUR,
R8,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,1.2. Basis Supply,EUR,
R29,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,1.2. Basis Supply,EUR,
R114,YAGEO Corporation,AC0402J*-*W100KL,"RES TK,100Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W100KL,YAGEO",,1.2. Basis Supply,EUR,
R163,Yageo,AC0603F*-**10RL,"RES TK,10Rohm,1%,200ppm/C,1/10W,0603,AC0603F*-**10RL,YAGEO",,1.2. Basis Supply,EUR,
R164,Yageo,AC0603F*-**10RL,"RES TK,10Rohm,1%,200ppm/C,1/10W,0603,AC0603F*-**10RL,YAGEO",,1.2. Basis Supply,EUR,
R167,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,1.2. Basis Supply,EUR,
R168,Bourns,CRF1206-FZ-R002*LF,"RES MP,2mohm,1%,50ppm/C,1W,1206,CRF1206-FZ-R002*LF,BOURN",ONLY mounted with LM74910,1.2. Basis Supply,EUR,
R219,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",8.06Kohm (E15147700) ONLY mounted with LM74912,1.2. Basis Supply,EUR,
R433,Yageo,AC0402F*-*W240RL,"RES TK,240Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W240RL,YAGEO",ONLY mounted with LM74910,1.2. Basis Supply,EUR,
R494,Yageo,AC0402F*-*W200KL,"RES TK,200Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W200KL,YAGEO",,1.2. Basis Supply,EUR,
R503,Yageo,AC0603F*-*W3R32L,"RES TK,3.32Rohm,1%,200ppm/C,1/5W,0603,AC0603F*-*W3R32L,YAGEO",,1.2. Basis Supply,EUR,
R504,Yageo,AC0402F*-*W100RL,"RES TK,100Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W100RL,YAGEO",,1.2. Basis Supply,EUR,
R505,Yageo,AC0402J*-*W470KL,"RES TK,470Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W470KL,YAGEO",,1.2. Basis Supply,EUR,
R509,Yageo,AC0402J*-*W470KL,"RES TK,470Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W470KL,YAGEO",,1.2. Basis Supply,EUR,
R511,Yageo,AC0402F*-*W10K5L,"RES TK,10.5Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10K5L,YAGEO",,1.2. Basis Supply,EUR,
R512,Yageo,AC0402F*-**9K53L,"RES TK,9.53Kohm,1%,100ppm/C,1/16W,0402,AC0402F*-**9K53L,YAGEO",,1.2. Basis Supply,EUR,
R513,Yageo,AC0402F*-*W1K37L,"RES TK,1.37Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W1K37L,YAGEO",,1.2. Basis Supply,EUR,
R514,Yageo,AC0603F*-**49K9L,"RES TK,49.9Kohm,1%,100ppm/C,1/10W,0603,AC0603F*-**49K9L,YAGEO",,1.2. Basis Supply,EUR,
R515,Yageo,AC1210F*-**3R01L,"RES TK,3.01Rohm,1%,200ppm/C,1/2W,1210,AC1210F*-**3R01L,YAGEO",,1.2. Basis Supply,EUR,
R516,Yageo,AC1210F*-**3R01L,"RES TK,3.01Rohm,1%,200ppm/C,1/2W,1210,AC1210F*-**3R01L,YAGEO",,1.2. Basis Supply,EUR,
R627,Bourns,CRF1206-FZ-R006*LF,"RES MP,6mohm,1%,50ppm/C,1W,1206,CRF1206-FZ-R006*LF,BOURN",,1.2. Basis Supply,EUR,
R3817,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,1.2. Basis Supply,EUR,
U1,Texas Instruments,LM74910QRGE*Q1,"IC ANA,FETDrv,LM74910QRGE*Q1,VQFN-24,TI",,1.2. Basis Supply,USD,
U7,Infineon,IPZ40N04S5L-7R4,"TR,NMOS,IPZ40N04S5L-7R4,7.4mohm,40V,P/PG-TSDSON-8,IFX",,1.2. Basis Supply,EUR,
U18,Nexperia,PMEG045V100EPE-Q,"DIO SH,45V,10A,PMEG045V100EPE-Q,CFP15B (SOT1289B),NXPRIA",,1.2. Basis Supply,EUR,
U25,Texas Instruments,LM5150QRUM*Q1,"SMPS,Boost,LM5150QRUM*Q1,WQFN-EP-16,TI",,1.2. Basis Supply,USD,
U28,Texas Instruments,LM74700QDBV*Q1,"IC ANA,FETDrv,LM74700QDBV*Q1,SOT23-6 (SC74.TSOP-6),TI",,1.2. Basis Supply,USD,
C9,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,2.0. Basis Supply APP1,USD,
C13,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.0. Basis Supply APP1,USD,
C14,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.0. Basis Supply APP1,USD,
C15,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.0. Basis Supply APP1,USD,
C187,Samsung,CL21B106KPY6PN*,"CAP CE,10uF,10%,10V,X7R,0805,CL21B106KPY6PN*,SMSNG",,2.0. Basis Supply APP1,EUR,
C188,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.0. Basis Supply APP1,JPY,
C189,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.0. Basis Supply APP1,EUR,
C190,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.0. Basis Supply APP1,EUR,
